순위,티커,종목명,티어,종가,등락률,시가총액,거래량,거래대금,PER,ROE,외국인비율,자동점수,점수상세
19,034730,SK,C,668000,1.67,48431800000000.0,213743,142780324000,18.57,6.35,29.84,45.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 5}"
20,055550,신한지주,A,96400,4.1,45756700000000.0,1391336,134124790400,9.56,8.72,61.51,53.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 0, ""해자"": 0, ""주주환원"": 5, ""밸류에이션"": 10}"
21,035420,NAVER,B,280500,3.31,44003100000000.0,9275907,2601891913500,24.35,7.37,35.95,69.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 3}"
22,068270,셀트리온,D,187900,-1.98,41736800000000.0,707092,132862586800,34.26,5.94,24.64,66.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 1}"
23,010120,LS ELECTRIC,?,241500,-9.55,36225000000000.0,1044368,252214872000,107.43,14.67,18.16,64.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
24,267260,HD현대일렉트릭,C,995000,-6.66,35866900000000.0,207769,206730155000,45.6,41.5,35.7,72.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 1}"
25,042660,한화오션,C,116000,-7.13,35544000000000.0,1919672,222681952000,23.23,22.59,11.08,43.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 4, ""ROE"": 12, ""현금흐름"": 0, ""부채안정성"": 2, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 3}"
26,298040,효성중공업,?,3544000,-7.01,33046200000000.0,60169,213238936000,65.44,24.41,26.96,66.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
27,006800,미래에셋증권,?,57800,-5.09,32343000000000.0,3390951,195996967800,26.83,12.36,8.64,43.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 3}"
28,086790,하나금융지주,A,117000,2.72,32101000000000.0,935421,109444257000,8.29,9.17,68.17,56.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 10}"
29,005490,POSCO홀딩스,C,399000,-3.39,31617400000000.0,592760,236511240000,39.26,1.18,31.33,42.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
30,000150,두산,C,1918000,-12.94,31059800000000.0,185772,356310696000,447.5,4.99,19.66,46.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
31,069500,KODEX 200,?,141575,0.13,30551900000000.0,23634160,3346006202000,,,22.99,,
32,011070,LG이노텍,?,1252000,-18.17,29631200000000.0,1113092,1393591184000,61.12,6.14,23.42,52.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 7, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
33,000810,삼성화재,?,641000,6.13,28619000000000.0,215423,138086143000,15.75,10.97,58.1,60.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 11, ""부채안정성"": 2, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 5}"
34,010130,고려아연,C,1322000,-3.85,27594100000000.0,28263,37363686000,27.56,8.48,28.05,59.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 3}"
35,009540,HD한국조선해양,C,383500,-5.19,27141500000000.0,412671,158259328500,10.78,17.78,33.91,69.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 8}"
36,017670,SK텔레콤,A,125200,11.59,26891700000000.0,8152778,1020727805600,73.39,3.33,38.67,51.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 7, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
37,042700,한미반도체,C,275500,-5.97,26258500000000.0,1076858,296674379000,147.56,34.76,6.13,72.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 6, ""부채안정성"": 10, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 1}"
38,051910,LG화학,C,355000,-2.34,25060300000000.0,509248,180783040000,-13.49,-5.5,36.55,38.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 0}"
39,307950,현대오토에버,?,898000,-4.26,24626700000000.0,305512,274349776000,136.21,10.27,1.76,65.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
40,010140,삼성중공업,C,27700,0.54,24376000000000.0,11983620,331946274000,43.9,13.74,30.13,52.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
41,015760,한국전력,D,37750,-2.33,24234100000000.0,1826018,68932179500,2.78,19.4,20.98,53.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 4, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 10}"
42,018260,삼성에스디에스,?,300500,-16.99,23252000000000.0,2032779,610850089500,36.31,7.89,18.27,63.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
43,064350,현대로템,C,203000,-4.69,22155900000000.0,700044,142108932000,27.26,30.05,36.44,72.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 3}"
44,316140,우리금융지주,A,29900,1.7,21948900000000.0,2470584,73870461600,7.08,8.91,45.26,49.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 11, ""부채안정성"": 0, ""해자"": 0, ""주주환원"": 5, ""밸류에이션"": 10}"
45,267250,HD현대,?,276500,-1.6,21841600000000.0,215747,59654045500,14.32,10.25,26.51,67.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 8}"
46,003550,LG,B,140000,-15.56,21591000000000.0,1938263,271356820000,44.67,2.64,34.02,52.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 1}"
47,003670,포스코퓨처엠,D,222500,-3.68,19790500000000.0,453638,100934455000,-1348.48,0.92,9.4,23.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 0, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 0}"
48,096770,SK이노베이션,D,116300,0.09,19660800000000.0,642883,74767292900,-8.82,-14.42,14.56,43.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 0}"
49,033780,KT&G,A,184600,-0.27,19163400000000.0,284061,52437660600,18.18,11.77,51.24,73.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 11, ""부채안정성"": 7, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 5}"
50,360750,TIGER 미국S&P500,?,28520,0.55,19035700000000.0,12311237,351116479240,,,0.01,,
51,035720,카카오,C,42550,-0.35,18793900000000.0,3434966,146157803300,38.3,4.59,28.13,52.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 10, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
52,011200,HMM,C,19510,-1.32,18402600000000.0,1663134,32447744340,12.76,6.9,7.66,78.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 8}"
53,272210,한화시스템,C,97400,-4.51,18400700000000.0,965720,94061128000,115.4,6.6,9.22,52.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 3, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
54,138040,메리츠금융지주,A,106100,0.0,17755500000000.0,277922,29487524200,8.36,22.53,14.19,52.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 7, ""ROE"": 15, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 10}"
55,086280,현대글로비스,A,221500,-4.73,16612500000000.0,370147,81987560500,9.91,18.13,44.88,76.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 10}"
56,024110,기업은행,B,20350,1.5,16227600000000.0,1676754,34121943900,6.12,7.7,13.43,58.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 10}"
57,079550,LIG디펜스앤에어로스페이스,C,726000,-6.44,15972000000000.0,223611,162341586000,51.37,19.2,24.14,67.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
58,278470,에이피알,?,401000,-5.98,15012700000000.0,255259,102358859000,42.22,75.3,37.78,78.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 1}"
59,000720,현대건설,?,134200,-3.38,14943900000000.0,909449,122048055800,35.39,4.58,25.69,26.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 4, ""ROE"": 0, ""현금흐름"": 0, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
60,396500,TIGER 반도체TOP10,?,52085,-0.8,14357200000000.0,23162507,1206419177095,,,0.29,,
61,047810,한국항공우주,C,147000,-9.82,14328800000000.0,863185,126888195000,72.45,10.51,26.6,41.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 0, ""부채안정성"": 2, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
62,030200,KT,A,53900,1.32,13584000000000.0,457022,24633485800,8.8,10.22,49.0,62.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 10}"
63,071050,한국금융지주,?,241500,-1.83,13457800000000.0,282431,68207086500,7.36,18.66,35.16,49.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 10}"
64,006260,LS,C,425500,-8.69,13275600000000.0,290045,123414147500,39.89,5.65,18.78,54.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
65,064400,LG씨엔에스,?,135700,-5.57,13147400000000.0,7085039,961439792300,28.48,17.35,5.27,69.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 3}"
66,102110,TIGER 200,?,141495,0.0,12267600000000.0,6347302,898111496490,,,7.59,,
67,010950,S-Oil,C,108300,3.44,12192700000000.0,574006,62164849800,13.4,2.01,78.71,48.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 8}"
68,259960,크래프톤,C,252000,1.0,11626500000000.0,186785,47069820000,13.63,10.6,43.59,85.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 8}"
69,0126Z0,삼성에피스홀딩스,?,464000,-3.83,11545700000000.0,50082,23238048000,21.88,,7.08,,
70,122630,KODEX 레버리지,?,224490,-0.45,11449000000000.0,16920436,3798468677640,,,0.06,,
71,133690,TIGER 미국나스닥100,?,204345,0.58,11181800000000.0,1328050,271380377250,,,0.03,,
72,005940,NH투자증권,?,30650,-1.76,10922000000000.0,1299899,39841904350,10.61,11.76,13.22,38.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 0, ""부채안정성"": 2, ""해자"": 0, ""주주환원"": 5, ""밸류에이션"": 8}"
73,454910,두산로보틱스,?,166700,20.45,10805500000000.0,9339442,1556884981400,-195.66,-14.78,9.5,20.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 0, ""ROE"": 0, ""현금흐름"": 0, ""부채안정성"": 10, ""해자"": 0, ""주주환원"": 5, ""밸류에이션"": 0}"
74,016360,삼성증권,?,120600,-3.13,10769600000000.0,790629,95349857400,8.9,13.09,26.14,62.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 10}"
75,047050,포스코인터내셔널,C,59900,-2.76,10537800000000.0,614645,36817235500,15.5,9.27,8.39,56.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 5}"
76,323410,카카오뱅크,B,22000,-0.68,10496600000000.0,918635,20209970000,21.85,7.23,16.46,62.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 15, ""부채안정성"": 0, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 3}"
77,443060,HD현대마린솔루션,A,227000,-2.58,10177200000000.0,255848,58077496000,33.43,33.73,29.14,75.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 1}"
78,007660,이수페타시스,?,136300,-2.22,10005700000000.0,1431980,195178874000,57.46,29.64,23.24,75.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 1}"
79,005387,현대차2우B,?,282000,-4.57,9859800000000.0,370394,104451108000,8.69,,55.42,,
80,379800,KODEX 미국S&P500,?,26000,0.56,9785100000000.0,16871159,438650134000,,,0.03,,
81,278530,KODEX 200TR,?,51105,0.11,9704800000000.0,2590846,132405184830,,,0.02,,
82,028050,삼성E&A,?,49300,-1.99,9662800000000.0,1640254,80864522200,15.52,13.76,39.29,51.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 7, ""ROE"": 15, ""현금흐름"": 6, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 5}"
83,039490,키움증권,?,364000,-4.46,9547100000000.0,116169,42285516000,7.32,18.12,28.25,56.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 10}"
84,005830,DB손해보험,?,145500,3.19,9530300000000.0,236273,34377721500,5.76,17.75,46.86,72.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 10}"
85,047040,대우건설,?,22800,-5.98,9368700000000.0,11039534,251701375200,-12.24,-23.89,11.33,16.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 4, ""ROE"": 0, ""현금흐름"": 0, ""부채안정성"": 2, ""해자"": 0, ""주주환원"": 5, ""밸류에이션"": 0}"
86,003490,대한항공,C,25300,-1.94,9316000000000.0,1670537,42264586100,15.15,7.28,20.62,61.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 7, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 5}"
87,352820,하이브,D,213500,-1.16,9202300000000.0,288857,61670969500,-19.74,-7.33,18.58,53.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 0}"
88,161390,한국타이어앤테크놀로지,B,69800,1.6,8646500000000.0,463701,32366329800,7.75,9.39,38.87,77.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 10}"
89,003230,삼양식품,B,1140000,-2.23,8587600000000.0,59437,67758180000,19.75,37.59,15.66,79.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 5}"
90,379810,KODEX 미국나스닥100,?,30605,0.56,8543400000000.0,7098128,217238207440,,,0.01,,
91,000880,한화,?,118900,-7.76,8383400000000.0,296526,35256941400,25.75,3.3,21.84,60.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 3}"
92,034220,LG디스플레이,D,16690,5.63,8345000000000.0,61391281,1024620479890,-102.39,3.44,29.56,35.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 0, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 0, ""주주환원"": 5, ""밸류에이션"": 0}"
93,001440,대한전선,?,42500,-10.71,8329700000000.0,4730476,201045230000,162.21,5.48,13.36,44.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 3, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 1}"
94,488770,KODEX 머니마켓액티브,?,104520,0.02,7947500000000.0,1134888,118618493760,,,0.05,,
