티커,종목명,종가,등락률,시가총액,거래량,거래대금,상장주식수,외국인비율,PER,ROE,순위,시장,티어,테마,섹터,자동점수,점수상세
005930,삼성전자,340500,9.84,1990657900000000.0,46319709,15771860914500,5846279000,47.43,27.52,10.85,1,KOSPI,B,[],반도체와반도체장비,70.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 3}"
000660,SK하이닉스,2580000,0.98,1838772100000000.0,7096302,18308459160000,712702000,50.99,24.92,44.15,2,KOSPI,C,[],반도체와반도체장비,77.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 4, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 3}"
402340,SK스퀘어,1799000,-1.8,237393100000000.0,2149199,3866409001000,131958000,46.81,15.28,37.82,3,KOSPI,C,[],반도체와반도체장비,54.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 4, ""ROE"": 12, ""현금흐름"": 3, ""부채안정성"": 10, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 5}"
005935,삼성전자우,213500,5.43,171306300000000.0,4691289,1001590201500,802371000,76.65,17.26,,4,KOSPI,?,[],반도체와반도체장비,,
009150,삼성전기,1964000,-1.31,146698400000000.0,1055857,2073703148000,74694000,39.31,185.51,7.7,5,KOSPI,B,[],전자장비와기기,64.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
005380,현대차,509000,-0.39,104221700000000.0,1238769,630533421000,204758000,25.06,15.69,8.41,6,KOSPI,B,[],자동차,50.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 7, ""ROE"": 12, ""현금흐름"": 0, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 5}"
032830,삼성생명,433000,1.88,86600000000000.0,708886,306947638000,200000000,23.23,30.16,4.96,7,KOSPI,B,[],생명보험,62.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 1}"
373220,LG에너지솔루션,365500,0.97,85527000000000.0,353220,129101910000,234000000,5.54,-53.35,-5.19,8,KOSPI,D,[],전기제품,38.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 0}"
028260,삼성물산,481500,5.82,78083700000000.0,1136130,547046595000,162168000,30.95,32.29,6.02,9,KOSPI,?,[],복합기업,53.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 11, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
207940,삼성바이오로직스,1385000,8.8,64113000000000.0,94851,131368635000,46291000,12.51,45.0,19.44,10,KOSPI,D,[],제약,78.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 1}"
