티커,종목명,종가,등락률,시가총액,거래량,거래대금,상장주식수,외국인비율,PER,ROE,순위,시장,티어,테마,섹터,자동점수,점수상세
247540,에코프로비엠,198100,0.05,19380200000000.0,363108,71931694800,97830000,14.45,338.63,2.29,1,KOSDAQ,D,[],,,
196170,알테오젠,349500,-2.1,18728400000000.0,226864,79288968000,53586000,14.59,144.72,39.42,2,KOSDAQ,D,[],,,
086520,에코프로,129800,1.72,17623700000000.0,972426,126220894800,135776000,19.57,287.17,-8.39,3,KOSDAQ,D,[],,,
277810,레인보우로보틱스,712000,-6.68,13812700000000.0,70642,50297104000,19400000,7.6,11125.0,1.07,4,KOSDAQ,?,[],,,
036930,주성엔지니어링,249000,26.46,11573800000000.0,4742131,1180790619000,46481000,8.7,1729.17,6.17,5,KOSDAQ,?,[],,,
950160,코오롱티슈진,106300,-1.57,9007400000000.0,252809,26873596700,84736000,4.79,-30.66,-183.43,6,KOSDAQ,?,[],,,
058470,리노공업,99400,7.11,7575500000000.0,648164,64427501600,76212000,23.06,46.47,22.45,7,KOSDAQ,B,[],,,
000250,삼천당제약,312500,3.48,7330500000000.0,144281,45087812500,23457000,6.49,716.74,1.94,8,KOSDAQ,?,[],,,
028300,HLB,53000,1.73,7059500000000.0,275684,14611252000,133198000,19.78,-35.98,-44.32,9,KOSDAQ,?,[],,,
087010,펩트론,268500,-0.74,6260700000000.0,68164,18302034000,23317000,6.68,-376.58,-9.41,10,KOSDAQ,?,[],,,
240810,원익IPS,127200,29.93,6243500000000.0,1096840,139518048000,49084000,18.86,56.36,9.05,11,KOSDAQ,?,[],,,
039030,이오테크닉스,489000,13.19,6024300000000.0,118673,58031097000,12320000,24.29,81.39,8.9,12,KOSDAQ,?,[],,,
298380,에이비엘바이오,106000,-1.03,5934700000000.0,177010,18763060000,55987000,12.87,-241.46,-23.48,13,KOSDAQ,?,[],,,
440110,파두,113400,5.88,5681000000000.0,760610,86253174000,50097000,23.55,-105.49,-131.08,14,KOSDAQ,?,[],,,
141080,리가켐바이오,150000,1.56,5552900000000.0,190696,28604400000,37019000,10.99,-39.77,-13.22,15,KOSDAQ,?,[],,,
108490,로보티즈,335000,-17.28,4910100000000.0,258123,86471205000,14657000,8.25,-754.5,2.49,16,KOSDAQ,?,[],,,
095340,ISC,226500,7.09,4801100000000.0,167426,37921989000,21197000,22.03,68.82,10.6,17,KOSDAQ,?,[],,,
178320,서진시스템,71600,-1.38,4556000000000.0,825441,59101575600,63632000,13.26,-33.0,-12.63,18,KOSDAQ,?,[],,,
214370,케어젠,82400,0.86,4426100000000.0,37235,3068164000,53715000,3.82,189.43,9.23,19,KOSDAQ,?,[],,,
222800,심텍,116800,11.88,4375800000000.0,634938,74160758400,37464000,16.49,-35.32,-32.1,20,KOSDAQ,?,[],,,
310210,보로노이,229000,-1.72,4214100000000.0,37244,8528876000,18402000,5.82,-83.24,-50.18,21,KOSDAQ,?,[],,,
403870,HPSP,48250,9.29,3971000000000.0,3030855,146238753750,82300000,32.05,48.94,24.79,22,KOSDAQ,?,[],,,
347850,디앤디파마텍,90000,7.02,3942400000000.0,694558,62510220000,43804000,7.72,-168.22,-31.49,23,KOSDAQ,?,[],,,
319400,현대무벡스,35100,-5.26,3909300000000.0,456119,16009776900,111376000,2.12,390.0,6.79,24,KOSDAQ,?,[],,,
043260,성호전자,52400,10.32,3716400000000.0,10399127,544914254800,70923000,3.48,8.97,46.27,25,KOSDAQ,?,[],,,
080220,제주반도체,107600,6.53,3706000000000.0,2189566,235597301600,34443000,8.09,32.73,19.21,26,KOSDAQ,?,[],,,
084370,유진테크,155700,29.97,3568000000000.0,284447,44288397900,22916000,37.55,62.96,9.81,27,KOSDAQ,?,[],,,
319660,피에스케이,116600,28.7,3377500000000.0,619844,72273810400,28967000,27.51,33.91,15.54,28,KOSDAQ,?,[],,,
226950,올릭스,163400,4.74,3317100000000.0,177943,29075886200,20301000,8.99,-283.19,-18.83,29,KOSDAQ,?,[],,,
145020,휴젤,261000,7.41,3211400000000.0,43288,11298168000,12304000,57.69,21.32,16.06,30,KOSDAQ,?,[],,,
010170,대한광통신,20500,6.22,3187500000000.0,17047317,349469998500,155486000,2.48,-106.77,-52.05,31,KOSDAQ,?,[],,,
064760,티씨케이,281000,11.95,3141400000000.0,59150,16621150000,11179000,66.52,42.93,13.5,32,KOSDAQ,?,[],,,
005290,동진쎄미켐,61600,18.92,3139800000000.0,1585445,97663412000,50970000,16.87,24.4,9.52,33,KOSDAQ,?,[],,,
214450,파마리서치,300500,3.44,3122100000000.0,44710,13435355000,10390000,6.12,19.73,26.88,34,KOSDAQ,?,[],,,
357780,솔브레인,394000,8.84,3064800000000.0,42001,16548394000,7779000,24.29,36.41,7.66,35,KOSDAQ,?,[],,,
067310,하나마이크론,45950,10.99,3054000000000.0,1300057,59737619150,66464000,22.69,29.7,9.89,36,KOSDAQ,?,[],,,
131970,두산테스나,156700,4.89,3028600000000.0,192617,30183083900,19327000,7.33,114.97,0.35,37,KOSDAQ,?,[],,,
214150,클래시스,44300,3.87,2889900000000.0,119730,5304039000,65236000,71.32,21.37,26.21,38,KOSDAQ,?,[],,,
031980,피에스케이홀딩스,127500,26.74,2749200000000.0,323324,41223810000,21562000,7.33,28.6,19.55,39,KOSDAQ,?,[],,,
263750,펄어비스,42400,-1.17,2724100000000.0,211191,8954498400,64248000,6.95,18.28,-1.05,40,KOSDAQ,C,[],,,
032820,우리기술,15460,6.25,2653000000000.0,4412984,68224732640,171605000,7.67,76.53,0.67,41,KOSDAQ,?,[],,,
095610,테스,135900,29.92,2631000000000.0,649599,88280504100,19360000,11.48,40.64,15.76,42,KOSDAQ,?,[],,,
237690,에스티팜,124900,1.22,2605600000000.0,56956,7113804400,20861000,13.07,37.06,10.03,43,KOSDAQ,?,[],,,
131290,티에스이,229500,12.22,2538600000000.0,116868,26821206000,11061000,11.84,35.24,10.42,44,KOSDAQ,?,[],,,
058610,에스피지,112000,-9.46,2483900000000.0,171352,19191424000,22177000,6.58,262.3,3.57,45,KOSDAQ,?,[],,,
218410,RFHIC,91400,10.92,2427000000000.0,414993,37930360200,26553000,24.8,77.0,8.84,46,KOSDAQ,?,[],,,
257720,실리콘투,36250,2.11,2377100000000.0,234749,8509651250,65576000,7.09,12.91,46.89,47,KOSDAQ,?,[],,,
082920,비츠로셀,52200,-0.57,2366700000000.0,126121,6583516200,45339000,33.31,36.89,18.56,48,KOSDAQ,?,[],,,
098460,고영,34350,6.35,2358300000000.0,1136246,39030050100,68655000,23.48,86.52,4.48,49,KOSDAQ,B,[],,,
290650,엘앤씨바이오,86000,9.14,2319400000000.0,508439,43725754000,26970000,19.53,-15.55,-57.68,50,KOSDAQ,?,[],,,
100790,미래에셋벤처투자,41650,2.97,2212600000000.0,1644834,68507336100,53125000,4.16,71.56,8.47,51,KOSDAQ,?,[],,,
083650,비에이치아이,70200,3.85,2172300000000.0,174013,12215712600,30944000,15.12,35.26,44.36,52,KOSDAQ,?,[],,,
007390,네이처셀,33250,8.13,2142500000000.0,959986,31919534500,64435000,8.6,-773.26,-4.45,53,KOSDAQ,?,[],,,
030530,원익홀딩스,26900,4.87,2077700000000.0,584111,15712585900,77238000,6.93,107.6,2.78,54,KOSDAQ,?,[],,,
068760,셀트리온제약,45850,-0.76,2035800000000.0,38720,1775312000,44402000,5.11,50.78,9.31,55,KOSDAQ,?,[],,,
140860,파크시스템스,290500,5.64,2034200000000.0,47250,13726125000,7002000,35.72,82.43,16.69,56,KOSDAQ,?,[],,,
078600,대주전자재료,128600,2.06,2009800000000.0,115893,14903839800,15628000,13.3,197.24,8.6,57,KOSDAQ,?,[],,,
140410,메지온,65800,3.95,1999800000000.0,72195,4750431000,30392000,25.73,-53.85,-110.44,58,KOSDAQ,?,[],,,
089030,테크윙,53100,8.59,1967500000000.0,855216,45411969600,37054000,11.48,431.71,4.63,59,KOSDAQ,?,[],,,
035900,JYP Ent.,55300,-0.36,1964900000000.0,82240,4547872000,35532000,17.57,15.94,29.21,60,KOSDAQ,C,[],,,
031330,에스에이엠티,18720,15.06,1871900000000.0,2943761,55107205920,99995000,9.31,6.12,16.55,61,KOSDAQ,?,[],,,
041510,에스엠,79000,0.89,1808700000000.0,51583,4075057000,22895000,32.0,13.76,41.65,62,KOSDAQ,C,[],,,
420770,기가비스,142300,13.48,1803800000000.0,118366,16843481800,12676000,3.32,110.14,7.42,63,KOSDAQ,?,[],,,
0009K0,에임드바이오,27550,-18.37,1781700000000.0,807153,22237065150,64671000,1.24,299.46,5.13,64,KOSDAQ,?,[],,,
089970,브이엠,69900,28.97,1731600000000.0,840795,58771570500,24772000,21.29,35.92,17.34,65,KOSDAQ,?,[],,,
347700,스피어,34000,4.62,1727700000000.0,668169,22717746000,50814000,6.8,38.68,0.43,66,KOSDAQ,?,[],,,
323280,태성,55600,7.13,1697900000000.0,184927,10281941200,30538000,4.95,-975.44,-3.0,67,KOSDAQ,?,[],,,
060370,LS마린솔루션,31900,-2.74,1666400000000.0,67302,2146933800,52239000,2.58,123.64,2.0,68,KOSDAQ,?,[],,,
096530,씨젠,31500,-1.1,1645100000000.0,186759,5882908500,52226000,16.99,25.06,4.81,69,KOSDAQ,?,[],,,
445680,큐리옥스바이오시스템즈,95600,2.91,1644600000000.0,59205,5659998000,17203000,7.97,-61.16,-53.58,70,KOSDAQ,?,[],,,
039200,오스코텍,41900,-0.24,1603000000000.0,194453,8147580700,38258000,12.5,28.86,33.87,71,KOSDAQ,?,[],,,
032500,케이엠더블유,37850,8.14,1597000000000.0,1263145,47810038250,42192000,7.49,-58.14,-19.66,72,KOSDAQ,?,[],,,
476830,알지노믹스,112800,1.71,1571700000000.0,154687,17448693600,13934000,9.33,-12.68,604.61,73,KOSDAQ,?,[],,,
437730,삼현,49550,1.54,1571100000000.0,127392,6312273600,31708000,2.59,291.47,8.46,74,KOSDAQ,?,[],,,
101490,에스앤에스텍,69900,9.05,1491300000000.0,129222,9032617800,21335000,12.06,24.88,21.24,75,KOSDAQ,?,[],,,
127120,제이에스링크,40900,5.28,1416000000000.0,147795,6044815500,34621000,2.06,-77.9,-35.13,76,KOSDAQ,?,[],,,
475830,오름테라퓨틱,64100,0.63,1379000000000.0,74407,4769488700,21513000,10.41,-28.31,-33.22,77,KOSDAQ,?,[],,,
090360,로보스타,141300,-11.02,1377700000000.0,739848,104540522400,9750000,5.24,-669.67,-5.82,78,KOSDAQ,?,[],,,
099320,쎄트렉아이,125600,-2.94,1375500000000.0,32655,4101468000,10951000,12.27,114.49,6.31,79,KOSDAQ,?,[],,,
490470,세미파이브,40000,1.27,1360000000000.0,533695,21347800000,34000000,1.91,-20.22,-31.2,80,KOSDAQ,?,[],,,
232140,와이씨,16460,7.65,1350500000000.0,508975,8377728500,82045000,6.22,60.96,5.56,81,KOSDAQ,?,[],,,
036540,SFA반도체,8150,7.24,1340400000000.0,4078734,33241682100,164460000,8.76,-111.64,-3.93,82,KOSDAQ,?,[],,,
166090,하나머티리얼즈,67100,15.09,1327100000000.0,225682,15143262200,19778000,23.94,26.61,9.39,83,KOSDAQ,?,[],,,
417200,LS머트리얼즈,19580,2.84,1324600000000.0,577679,11310954820,67653000,7.16,2175.56,0.24,84,KOSDAQ,?,[],,,
397030,에이프릴바이오,55700,-2.79,1304200000000.0,123664,6888084800,23414000,9.39,-126.02,-10.39,85,KOSDAQ,?,[],,,
189300,인텔리안테크,120300,-3.68,1291700000000.0,62532,7522599600,10737000,22.2,36.82,2.81,86,KOSDAQ,?,[],,,
003380,하림지주,11150,2.29,1248900000000.0,504920,5629858000,112006000,9.06,4.87,7.29,87,KOSDAQ,?,[],,,
295310,에이치브이엠,103600,2.98,1246000000000.0,185938,19263176800,12027000,5.07,79.94,16.15,88,KOSDAQ,?,[],,,
090710,휴림로봇,10420,-4.75,1244700000000.0,2171769,22629832980,119457000,7.19,-74.43,-13.42,89,KOSDAQ,?,[],,,
491000,리브스메드,48850,1.88,1221500000000.0,88273,4312136050,25004000,5.63,-47.66,-20.75,90,KOSDAQ,?,[],,,
027360,아주IB투자,10020,-2.91,1213900000000.0,4723576,47330231520,121145000,7.47,145.22,3.15,91,KOSDAQ,?,[],,,
065350,신성델타테크,44100,2.8,1212000000000.0,99386,4382922600,27484000,2.72,53.0,9.51,92,KOSDAQ,?,[],,,
466100,클로봇,47250,-0.32,1202900000000.0,333884,15776019000,25459000,4.08,-843.75,-3.58,93,KOSDAQ,?,[],,,
195940,HK이노엔,42250,-0.82,1196900000000.0,75623,3195071750,28330000,14.1,14.21,5.87,94,KOSDAQ,?,[],,,
085660,차바이오텍,12870,0.23,1196600000000.0,152703,1965287610,92973000,8.15,-13.62,-37.19,95,KOSDAQ,?,[],,,
388720,유일로보틱스,99200,-8.82,1168700000000.0,74519,7392284800,11781000,14.58,-35.47,-26.71,96,KOSDAQ,?,[],,,
281740,레이크머티리얼즈,17560,1.27,1154200000000.0,253243,4446947080,65731000,8.81,93.9,5.8,97,KOSDAQ,?,[],,,
458870,씨어스,30200,2.37,1149400000000.0,69380,2095276000,38060000,7.06,37.66,52.78,98,KOSDAQ,?,[],,,
204270,제이앤티씨,19730,4.61,1141400000000.0,133312,2630245760,57848000,3.04,-13.92,-31.32,99,KOSDAQ,?,[],,,
328130,루닛,15290,1.53,1137300000000.0,223519,3417605510,74383000,12.4,-14.24,-31.58,100,KOSDAQ,?,[],,,
038500,삼표시멘트,10530,-10.99,1136400000000.0,3573718,37631250540,107916000,2.58,23.09,5.29,101,KOSDAQ,?,[],,,
356860,티엘비,111000,9.9,1091400000000.0,135454,15035394000,9833000,16.47,40.96,15.99,102,KOSDAQ,?,[],,,
388210,씨엠티엑스,111400,2.96,1075500000000.0,43790,4878206000,9654000,7.86,-34.34,-35.89,103,KOSDAQ,?,[],,,
048410,현대바이오,11090,-2.03,1070200000000.0,699426,7756634340,96506000,5.37,-49.95,-29.47,104,KOSDAQ,?,[],,,
183300,코미코,102300,12.54,1070100000000.0,140906,14414683800,10461000,21.34,43.42,18.52,105,KOSDAQ,?,[],,,
115180,큐리언트,28000,-1.23,1049700000000.0,34191,957348000,37488000,5.71,-32.15,-71.44,106,KOSDAQ,?,[],,,
161580,필옵틱스,44500,5.45,1043200000000.0,152160,6771120000,23442000,0.43,-41.55,-14.67,107,KOSDAQ,?,[],,,
137400,피엔티,43750,1.86,1036500000000.0,68565,2999718750,23691000,5.85,13.19,11.37,108,KOSDAQ,?,[],,,
083450,GST,55700,15.56,1026600000000.0,368353,20517262100,18430000,21.95,18.68,16.15,109,KOSDAQ,?,[],,,
124500,아이티센글로벌,43400,0.23,1007100000000.0,58786,2551312400,23205000,6.0,17.59,45.89,110,KOSDAQ,?,[],,,
036830,솔브레인홀딩스,49100,6.62,1006700000000.0,58388,2866850800,20504000,7.15,2.06,32.06,111,KOSDAQ,?,[],,,
056190,에스에프에이,27700,4.14,994700000000.0,67531,1870608700,35909000,12.82,19.79,6.11,112,KOSDAQ,?,[],,,
160190,하이젠알앤엠,30750,1.15,949800000000.0,86418,2657353500,30888000,3.33,-121.06,-8.13,113,KOSDAQ,?,[],,,
439960,코스모로보틱스,29150,-0.51,945900000000.0,1138070,33174740500,32451000,0.0,-34.58,-659.24,114,KOSDAQ,?,[],,,
126340,비나텍,130600,-0.38,932900000000.0,35353,4617101800,7144000,15.97,-169.39,-7.14,115,KOSDAQ,?,[],,,
074600,원익QnC,34900,15.56,917500000000.0,562418,19628388200,26288000,11.03,39.26,4.73,116,KOSDAQ,?,[],,,
050890,쏠리드,15080,4.65,916200000000.0,1902371,28687754680,60757000,14.29,16.52,10.8,117,KOSDAQ,?,[],,,
358570,지아이이노베이션,14210,0.57,913300000000.0,294644,4186891240,64271000,6.4,-26.03,-48.28,118,KOSDAQ,?,[],,,
033790,피노,10990,2.04,904800000000.0,806836,8867127640,82332000,43.96,115.68,-7.58,119,KOSDAQ,?,[],,,
033100,제룡전기,56300,0.54,904300000000.0,81195,4571278500,16062000,4.92,17.38,26.93,120,KOSDAQ,?,[],,,
213420,덕산네오룩스,36000,0.56,893900000000.0,94203,3391308000,24831000,12.66,14.63,12.5,121,KOSDAQ,?,[],,,
222080,씨아이에스,11430,3.44,889000000000.0,756662,8648646660,77780000,9.36,44.3,5.83,122,KOSDAQ,?,[],,,
456160,지투지바이오,53300,-0.74,881900000000.0,101293,5398916900,16545000,5.22,-55.46,39.5,123,KOSDAQ,?,[],,,
033640,네패스,38000,1.88,876200000000.0,302680,11501840000,23059000,8.2,123.78,14.19,124,KOSDAQ,?,[],,,
293490,카카오게임즈,9720,0.1,872700000000.0,141832,1378607040,89787000,6.76,-7.82,-7.93,125,KOSDAQ,C,[],,,
035760,CJ ENM,39450,-3.19,865100000000.0,50254,1982520300,21929000,13.51,8.86,1.06,126,KOSDAQ,?,[],,,
094170,동운아나텍,40400,2.15,844800000000.0,36867,1489426800,20910000,5.48,149.08,1.45,127,KOSDAQ,?,[],,,
376900,로킷헬스케어,53200,-1.85,844500000000.0,61585,3276322000,15874000,3.21,-188.65,8.69,128,KOSDAQ,?,[],,,
086450,동국제약,18430,-0.49,833600000000.0,233756,4308123080,45230000,16.01,11.18,10.42,129,KOSDAQ,?,[],,,
252990,샘씨엔에스,13810,10.3,831600000000.0,613423,8471371630,60218000,9.57,37.32,9.7,130,KOSDAQ,?,[],,,
046890,서울반도체,14120,1.36,823300000000.0,595582,8409617840,58305000,9.31,-30.24,-7.95,131,KOSDAQ,?,[],,,
486990,노타,38050,9.03,812200000000.0,752864,28646475200,21346000,0.88,-38.91,77.24,132,KOSDAQ,?,[],,,
122870,와이지엔터테인먼트,43300,0.0,809300000000.0,69036,2989258800,18691000,11.58,22.17,7.41,133,KOSDAQ,C,[],,,
059090,미코,24150,4.09,807000000000.0,586345,14160231750,33417000,20.6,121.36,27.24,134,KOSDAQ,?,[],,,
014620,성광벤드,30200,-0.49,802000000000.0,90134,2722046800,26557000,33.73,24.01,6.45,135,KOSDAQ,?,[],,,
241710,코스메카코리아,74000,5.56,790300000000.0,47432,3509968000,10680000,21.22,14.34,19.29,136,KOSDAQ,?,[],,,
056080,유진로봇,21050,0.72,789600000000.0,183685,3866569250,37512000,14.11,-92.73,-21.68,137,KOSDAQ,?,[],,,
037460,삼지전자,48200,6.28,786600000000.0,207798,10015863600,16319000,8.11,4.05,16.89,138,KOSDAQ,?,[],,,
348370,엔켐,35850,3.46,785500000000.0,90208,3233956800,21911000,2.99,-5.69,-14.37,139,KOSDAQ,?,[],,,
032190,다우데이타,20200,0.75,773700000000.0,55882,1128816400,38300000,12.78,3.06,14.76,140,KOSDAQ,?,[],,,
052020,에스티큐브,11330,-13.31,770200000000.0,850929,9641025570,67983000,4.95,-32.1,-26.2,141,KOSDAQ,?,[],,,
121600,나노신소재,62800,0.48,769500000000.0,38936,2445180800,12254000,6.4,103.97,0.67,142,KOSDAQ,?,[],,,
253450,스튜디오드래곤,25600,-0.78,769500000000.0,32686,836761600,30058000,8.79,53.0,1.34,143,KOSDAQ,?,[],,,
476060,온코닉테라퓨틱스,16830,-3.22,764200000000.0,238102,4007256660,45408000,0.0,36.75,24.65,144,KOSDAQ,?,[],,,
171090,선익시스템,75400,3.01,761700000000.0,48343,3645062200,10103000,2.04,9.04,101.48,145,KOSDAQ,?,[],,,
023160,태광,29250,-0.17,756600000000.0,102345,2993591250,25867000,22.68,9.58,10.73,146,KOSDAQ,?,[],,,
336570,원텍,8320,6.12,745300000000.0,854337,7108083840,89581000,1.88,22.19,24.79,147,KOSDAQ,?,[],,,
053610,프로텍,82500,10.0,742500000000.0,51622,4258815000,9000000,5.83,14.86,14.59,148,KOSDAQ,?,[],,,
348210,넥스틴,70500,12.98,738600000000.0,120362,8485521000,10477000,12.94,-99.3,-1.6,149,KOSDAQ,?,[],,,
052400,코나아이,50400,-9.19,734000000000.0,111106,5599742400,14563000,4.42,8.25,32.62,150,KOSDAQ,?,[],,,
006730,서부T&D,11260,5.33,731100000000.0,359483,4047778580,64927000,19.82,8.53,7.68,151,KOSDAQ,?,[],,,
365340,성일하이텍,55000,-1.08,710700000000.0,18556,1020580000,12921000,1.94,-8.06,-46.96,152,KOSDAQ,?,[],,,
036810,에프에스티,32400,8.0,701500000000.0,89355,2895102000,21650000,6.78,-47.16,-5.05,153,KOSDAQ,?,[],,,
327260,RF머트리얼즈,81300,7.97,690700000000.0,284211,23106354300,8495000,17.35,74.59,15.05,154,KOSDAQ,?,[],,,
174900,앱클론,34300,1.18,684400000000.0,89968,3085902400,19952000,11.59,-46.23,-39.86,155,KOSDAQ,?,[],,,
044490,태웅,34200,3.17,684300000000.0,49816,1703707200,20007000,5.99,83.82,0.89,156,KOSDAQ,?,[],,,
077360,덕산하이메탈,14850,28.57,674700000000.0,2628648,39035422800,45437000,6.67,-6.77,-40.79,157,KOSDAQ,?,[],,,
060250,NHN KCP,16700,-3.8,670700000000.0,164863,2753212100,40161000,10.24,13.01,16.35,158,KOSDAQ,?,[],,,
225570,넥슨게임즈,10170,-3.6,669800000000.0,74687,759566790,65860000,2.8,-8.04,-21.79,159,KOSDAQ,?,[],,,
053800,안랩,60100,-1.64,668700000000.0,21489,1291488900,11127000,26.08,11.95,14.68,160,KOSDAQ,?,[],,,
033160,엠케이전자,27450,9.15,664100000000.0,558215,15323001750,24194000,13.75,104.37,0.37,161,KOSDAQ,?,[],,,
389470,인벤티지랩,49900,0.4,664100000000.0,43508,2171049200,13308000,8.46,-65.31,-17.44,162,KOSDAQ,?,[],,,
102940,코오롱생명과학,50700,0.2,663700000000.0,11617,588981900,13091000,3.89,18.11,6.81,163,KOSDAQ,?,[],,,
399720,가온칩스,55400,3.94,655900000000.0,34647,1919443800,11839000,0.21,-62.53,-23.17,164,KOSDAQ,?,[],,,
009520,포스코엠텍,15690,-1.63,653400000000.0,77215,1211503350,41643000,6.61,148.02,1.25,165,KOSDAQ,?,[],,,
383310,에코프로에이치엔,31100,1.47,652300000000.0,205652,6395777200,20975000,6.53,46.42,4.4,166,KOSDAQ,?,[],,,
102710,이엔에프테크놀로지,45600,10.41,651500000000.0,75607,3447679200,14288000,22.47,11.44,12.29,167,KOSDAQ,?,[],,,
086900,메디톡스,88600,1.96,646600000000.0,17398,1541462800,7298000,13.91,33.31,3.61,168,KOSDAQ,?,[],,,
253590,네오셈,14700,9.54,644900000000.0,507870,7465689000,43869000,0.0,109.7,4.55,169,KOSDAQ,?,[],,,
112040,위메이드,18980,-2.77,644300000000.0,71245,1352230100,33948000,8.21,25.04,-4.45,170,KOSDAQ,?,[],,,
