티커,종목명,종가,등락률,시가총액,거래량,거래대금,상장주식수,외국인비율,PER,ROE,순위,시장,티어,테마,섹터,자동점수,점수상세
196170,알테오젠,301000,-2.11,20966200000000.0,281391,84698691000,69655000,15.44,110.1,39.42,1,KOSDAQ,D,[],생물공학,,
086520,에코프로,87200,-4.49,11839700000000.0,882663,76968213600,135776000,19.38,192.92,-8.39,2,KOSDAQ,D,[],화학,,
247540,에코프로비엠,116200,-3.81,11367900000000.0,449931,52281982200,97830000,14.82,259.96,2.29,3,KOSDAQ,D,[],전기제품,,
277810,레인보우로보틱스,449500,-2.39,8720200000000.0,51074,22957763000,19400000,5.48,5107.95,1.07,4,KOSDAQ,?,[],기계,,
036930,주성엔지니어링,173000,-2.26,8041200000000.0,411434,71178082000,46481000,7.89,1123.38,6.17,5,KOSDAQ,?,[],반도체와반도체장비,,
240810,원익IPS,110000,-1.35,5399200000000.0,340169,37418590000,49084000,16.27,31.2,9.05,6,KOSDAQ,?,[],반도체와반도체장비,,
058470,리노공업,65500,-1.65,4991900000000.0,350760,22974780000,76212000,31.18,26.57,22.45,7,KOSDAQ,B,[],반도체와반도체장비,,
039030,이오테크닉스,394000,-2.48,4853900000000.0,66012,26008728000,12320000,27.97,44.73,8.9,8,KOSDAQ,?,[],반도체와반도체장비,,
222800,심텍,125600,-2.86,4769600000000.0,491577,61742071200,37974000,10.84,-89.08,-32.1,9,KOSDAQ,?,[],전자장비와기기,,
028300,HLB,34050,-4.35,4535400000000.0,1926671,65603147550,133198000,19.8,-21.11,-44.32,10,KOSDAQ,?,[],건강관리장비와용품,,
214450,파마리서치,414000,-2.82,4301300000000.0,149954,62080956000,10390000,9.36,25.78,26.88,11,KOSDAQ,?,[],건강관리장비와용품,,
403870,HPSP,51000,1.59,4197300000000.0,1710016,87210816000,82300000,32.96,49.47,24.79,12,KOSDAQ,?,[],반도체와반도체장비,,
298380,에이비엘바이오,71000,-2.34,3975100000000.0,173680,12331280000,55987000,12.99,-50.0,-23.48,13,KOSDAQ,?,[],생물공학,,
000250,삼천당제약,165300,-1.55,3877500000000.0,85971,14211006300,23457000,4.65,218.07,1.94,14,KOSDAQ,?,[],제약,,
087010,펩트론,165500,-9.66,3859000000000.0,217107,35931208500,23317000,3.84,-187.85,-9.41,15,KOSDAQ,?,[],생물공학,,
108490,로보티즈,254000,-1.36,3725400000000.0,215308,54688232000,14667000,4.92,-954.89,2.49,16,KOSDAQ,?,[],기계,,
319660,피에스케이,125700,-1.57,3641100000000.0,193410,24311637000,28967000,22.53,29.14,15.54,17,KOSDAQ,?,[],반도체와반도체장비,,
141080,리가켐바이오,94900,-1.66,3513100000000.0,157229,14921032100,37019000,11.95,-19.49,-13.22,18,KOSDAQ,?,[],제약,,
257720,실리콘투,51900,-4.24,3403400000000.0,1246999,64719248100,65576000,11.42,15.41,46.89,19,KOSDAQ,?,[],인터넷과카탈로그소매,,
095340,ISC,157100,-7.32,3330100000000.0,147030,23098413000,21197000,30.17,42.94,10.6,20,KOSDAQ,?,[],반도체와반도체장비,,
440110,파두,63100,-3.96,3162000000000.0,240651,15185078100,50111000,27.51,-31.79,-131.08,21,KOSDAQ,?,[],반도체와반도체장비,,
310210,보로노이,166000,0.61,3074900000000.0,70320,11673120000,18524000,6.39,-44.17,-50.18,22,KOSDAQ,?,[],제약,,
145020,휴젤,245000,-2.78,3066200000000.0,24852,6088740000,12515000,58.49,19.08,16.06,23,KOSDAQ,?,[],생물공학,,
084370,유진테크,132100,-0.9,3027200000000.0,79977,10564961700,22916000,37.77,27.21,9.81,24,KOSDAQ,?,[],반도체와반도체장비,,
214370,케어젠,50600,-1.94,2718000000000.0,57025,2885465000,53715000,4.52,118.78,9.23,25,KOSDAQ,?,[],건강관리업체및서비스,,
064760,티씨케이,241000,-2.82,2694200000000.0,41902,10098382000,11179000,66.58,33.07,13.5,26,KOSDAQ,?,[],반도체와반도체장비,,
080220,제주반도체,77400,-1.02,2665900000000.0,1893723,146574160200,34443000,0.95,11.56,19.21,27,KOSDAQ,?,[],반도체와반도체장비,,
031980,피에스케이홀딩스,123200,-1.28,2656500000000.0,78615,9685368000,21562000,5.9,25.76,19.55,28,KOSDAQ,?,[],반도체와반도체장비,,
357780,솔브레인,340000,-0.73,2644700000000.0,22064,7501760000,7779000,30.09,20.72,7.66,29,KOSDAQ,?,[],반도체와반도체장비,,
095610,테스,135500,-4.91,2623300000000.0,275226,37293123000,19360000,9.36,32.76,15.76,30,KOSDAQ,?,[],반도체와반도체장비,,
319400,현대무벡스,22850,-2.77,2544900000000.0,589522,13470577700,111376000,1.84,145.54,6.79,31,KOSDAQ,?,[],기계,,
131290,티에스이,223000,-5.91,2466700000000.0,93528,20856744000,11061000,11.71,23.57,10.42,32,KOSDAQ,?,[],반도체와반도체장비,,
347850,디앤디파마텍,51800,-3.18,2374400000000.0,504816,26149468800,45838000,8.92,-104.65,-31.49,33,KOSDAQ,?,[],생물공학,,
178320,서진시스템,36800,-5.64,2342300000000.0,1111703,40910670400,63651000,14.13,-25.82,-12.63,34,KOSDAQ,?,[],전기장비,,
067310,하나마이크론,34950,-1.69,2323900000000.0,516061,18036331950,66491000,19.37,13.56,9.89,35,KOSDAQ,?,[],반도체와반도체장비,,
226950,올릭스,105500,2.03,2222100000000.0,190408,20088044000,21063000,9.72,-164.33,-18.83,36,KOSDAQ,?,[],생명과학도구및서비스,,
237690,에스티팜,103000,-2.09,2150300000000.0,76369,7866007000,20877000,12.22,27.7,10.03,37,KOSDAQ,?,[],제약,,
214150,클래시스,32850,-2.95,2143000000000.0,211371,6943537350,65236000,68.51,15.61,26.21,38,KOSDAQ,?,[],건강관리장비와용품,,
005290,동진쎄미켐,41900,-1.64,2135600000000.0,192796,8078152400,50970000,12.83,10.29,9.52,39,KOSDAQ,?,[],반도체와반도체장비,,
010170,대한광통신,13310,-4.66,2069500000000.0,3879172,51631779320,155486000,2.56,-80.18,-52.05,40,KOSDAQ,?,[],통신장비,,
140410,메지온,66500,-6.6,2036300000000.0,114950,7644175000,30622000,24.73,-73.64,-110.44,41,KOSDAQ,?,[],식품,,
058610,에스피지,90300,-3.22,2002600000000.0,155599,14050589700,22177000,4.43,210.49,3.57,42,KOSDAQ,?,[],전기제품,,
263750,펄어비스,31350,-0.79,1970200000000.0,202465,6347277750,62844000,4.71,7.42,-1.05,43,KOSDAQ,C,[],게임엔터테인먼트,,
098460,고영,28050,-1.41,1913100000000.0,358192,10047285600,68204000,26.37,40.36,4.48,44,KOSDAQ,B,[],전자장비와기기,,
083650,비에이치아이,61200,-2.55,1893800000000.0,232171,14208865200,30944000,10.16,36.39,44.36,45,KOSDAQ,?,[],에너지장비및서비스,,
032820,우리기술,10750,-7.33,1857400000000.0,4214592,45306864000,172785000,5.55,-268.75,0.67,46,KOSDAQ,?,[],우주항공과국방,,
068760,셀트리온제약,41550,-0.36,1844900000000.0,61490,2554909500,44402000,4.87,43.15,9.31,47,KOSDAQ,?,[],제약,,
