티커,종목명,종가,등락률,시가총액,거래량,거래대금,상장주식수,외국인비율,PER,ROE,순위,시장,티어,테마,섹터,자동점수,점수상세
005930,삼성전자,286000,-9.06,1672035700000000.0,37658279,10770267794000,5846279000,46.88,23.12,10.85,1,KOSPI,B,[],반도체와반도체장비,70.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 3}"
000660,SK하이닉스,2187000,-14.57,1558680100000000.0,7452541,16298707167000,712702000,50.4,21.13,44.15,2,KOSPI,C,[],반도체와반도체장비,77.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 4, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 3}"
402340,SK스퀘어,1525000,-13.2,201236500000000.0,1401247,2136901675000,131958000,45.66,12.95,37.82,3,KOSPI,C,[],반도체와반도체장비,57.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 4, ""ROE"": 12, ""현금흐름"": 3, ""부채안정성"": 10, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 8}"
005935,삼성전자우,188700,-7.73,151407400000000.0,4555124,859551898800,802371000,76.32,15.25,,4,KOSPI,?,[],반도체와반도체장비,,
009150,삼성전기,1926000,-12.65,143860100000000.0,917236,1766596536000,74694000,39.77,181.92,7.7,5,KOSPI,B,[],전자장비와기기,64.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
005380,현대차,482000,-1.13,98693200000000.0,1252976,603934432000,204758000,24.74,14.86,8.41,6,KOSPI,B,[],자동차,53.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 7, ""ROE"": 12, ""현금흐름"": 0, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 8}"
373220,LG에너지솔루션,354000,1.72,82836000000000.0,358138,126780852000,234000000,5.49,-51.67,-5.19,7,KOSPI,D,[],전기제품,38.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 0}"
032830,삼성생명,370500,-4.26,74100000000000.0,476123,176403571500,200000000,23.25,25.81,4.96,8,KOSPI,B,[],생명보험,64.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 3}"
028260,삼성물산,406500,-6.34,65921100000000.0,748737,304361590500,162168000,30.67,27.26,6.02,9,KOSPI,?,[],복합기업,55.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 11, ""부채안정성"": 7, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 3}"
207940,삼성바이오로직스,1406000,0.72,65085100000000.0,64351,90477506000,46291000,12.68,45.68,19.44,10,KOSPI,D,[],제약,78.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 1}"
329180,HD현대중공업,590000,-4.07,61927100000000.0,253877,149787430000,104961000,13.82,29.15,18.82,11,KOSPI,C,[],조선,64.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 3}"
105560,KB금융,165000,4.1,58523500000000.0,2309641,381090765000,354688000,79.96,10.43,9.98,12,KOSPI,A,[],은행,47.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 11, ""부채안정성"": 0, ""해자"": 0, ""주주환원"": 5, ""밸류에이션"": 8}"
012450,한화에어로스페이스,1116000,2.29,57544800000000.0,355677,396935532000,51563000,45.36,35.05,19.14,13,KOSPI,C,[],우주항공과국방,70.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 2, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 1}"
000270,기아,145200,2.61,56688000000000.0,1317643,191321763600,390413000,38.76,8.17,12.92,14,KOSPI,B,[],자동차,79.0,"{""사업이해도"": 5, ""매출성장성"": 8, ""영업이익안정성"": 7, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 10}"
034020,두산에너빌리티,86000,-2.82,55088300000000.0,2538076,218274536000,640561000,24.16,356.85,1.11,15,KOSPI,C,[],기계,43.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 1}"
