티커,종목명,종가,등락률,시가총액,거래량,거래대금,상장주식수,외국인비율,PER,ROE,순위,시장,티어,테마,섹터,자동점수,점수상세
196170,알테오젠,320000,-5.74,17147600000000.0,490983,157114560000,53586000,15.07,172.23,39.42,1,KOSDAQ,D,[],생물공학,,
086520,에코프로,81700,-7.26,11092900000000.0,685196,55980513200,135776000,18.97,180.75,-8.39,2,KOSDAQ,D,[],화학,,
247540,에코프로비엠,105600,-7.45,10330900000000.0,317914,33571718400,97830000,14.84,180.51,2.29,3,KOSDAQ,D,[],전기제품,,
277810,레인보우로보틱스,454000,-3.71,8807500000000.0,104101,47261854000,19400000,5.37,7093.75,1.07,4,KOSDAQ,?,[],기계,,
036930,주성엔지니어링,168600,-4.91,7836700000000.0,792521,133619040600,46481000,7.86,1170.83,6.17,5,KOSDAQ,?,[],반도체와반도체장비,,
240810,원익IPS,107900,-5.27,5296200000000.0,574556,61994592400,49084000,15.83,47.81,9.05,6,KOSDAQ,?,[],반도체와반도체장비,,
028300,HLB,38650,-3.13,5148100000000.0,573253,22156228450,133198000,20.07,-26.24,-44.32,7,KOSDAQ,?,[],건강관리장비와용품,,
058470,리노공업,65700,-5.47,5007100000000.0,341168,22414737600,76212000,31.88,32.95,22.45,8,KOSDAQ,B,[],반도체와반도체장비,,
039030,이오테크닉스,404500,-2.53,4983300000000.0,99511,40252199500,12320000,27.65,67.33,8.9,9,KOSDAQ,?,[],반도체와반도체장비,,
298380,에이비엘바이오,75200,-8.85,4210300000000.0,286381,21535851200,55987000,13.08,-52.96,-23.48,10,KOSDAQ,?,[],생물공학,,
087010,펩트론,178600,-3.93,4164500000000.0,102502,18306857200,23317000,3.79,-250.49,-9.41,11,KOSDAQ,?,[],생물공학,,
214450,파마리서치,400500,-3.14,4161100000000.0,83923,33611161500,10390000,8.57,26.3,26.88,12,KOSDAQ,?,[],건강관리장비와용품,,
000250,삼천당제약,168700,-7.71,3957300000000.0,136527,23032104900,23457000,4.56,386.93,1.94,13,KOSDAQ,?,[],제약,,
222800,심텍,99700,-13.23,3735200000000.0,912849,91011045300,37464000,11.43,-70.71,-32.1,14,KOSDAQ,?,[],전자장비와기기,,
108490,로보티즈,254000,-3.24,3723900000000.0,175631,44610274000,14661000,4.67,-572.07,2.49,15,KOSDAQ,?,[],기계,,
141080,리가켐바이오,100000,-7.66,3701900000000.0,263630,26363000000,37019000,11.7,-26.51,-13.22,16,KOSDAQ,?,[],제약,,
403870,HPSP,44900,-6.46,3695300000000.0,2486983,111665536700,82300000,33.11,45.54,24.79,17,KOSDAQ,?,[],반도체와반도체장비,,
319660,피에스케이,122200,-6.07,3539700000000.0,286758,35041827600,28967000,21.28,35.53,15.54,18,KOSDAQ,?,[],반도체와반도체장비,,
095340,ISC,154300,-8.54,3270700000000.0,183462,28308186600,21197000,30.09,46.89,10.6,19,KOSDAQ,?,[],반도체와반도체장비,,
257720,실리콘투,47650,3.7,3124700000000.0,1490292,71012413800,65576000,6.77,16.97,46.89,20,KOSDAQ,?,[],인터넷과카탈로그소매,,
440110,파두,61900,-6.07,3101900000000.0,468466,28998045400,50111000,26.55,-31.18,-131.08,21,KOSDAQ,?,[],반도체와반도체장비,,
145020,휴젤,245000,-1.61,3066200000000.0,27715,6790175000,12515000,56.74,20.01,16.06,22,KOSDAQ,?,[],생물공학,,
084370,유진테크,128500,-4.53,2944700000000.0,108702,13968207000,22916000,37.14,51.96,9.81,23,KOSDAQ,?,[],반도체와반도체장비,,
310210,보로노이,152100,-11.83,2805200000000.0,158950,24176295000,18443000,6.43,-55.29,-50.18,24,KOSDAQ,?,[],제약,,
214370,케어젠,51900,-3.89,2787800000000.0,89602,4650343800,53715000,4.37,119.31,9.23,25,KOSDAQ,?,[],건강관리업체및서비스,,
095610,테스,132900,-6.54,2572900000000.0,262340,34864986000,19360000,6.83,32.13,15.76,26,KOSDAQ,?,[],반도체와반도체장비,,
319400,현대무벡스,22850,-4.79,2544900000000.0,792646,18111961100,111376000,1.72,253.89,6.79,27,KOSDAQ,?,[],기계,,
