티커,종목명,종가,등락률,시가총액,거래량,거래대금,상장주식수,외국인비율,PER,ROE,순위,시장,티어,테마,섹터,자동점수,점수상세
196170,알테오젠,307500,-3.91,21419000000000.0,638497,196337827500,69655000,15.72,112.47,39.42,1,KOSDAQ,D,[],생물공학,,
086520,에코프로,91300,1.22,12396400000000.0,896180,81821234000,135776000,19.32,201.99,-8.39,2,KOSDAQ,D,[],화학,,
247540,에코프로비엠,120800,2.2,11817900000000.0,523010,63179608000,97830000,14.83,270.25,2.29,3,KOSDAQ,D,[],전기제품,,
277810,레인보우로보틱스,460500,0.99,8933600000000.0,61136,28153128000,19400000,5.53,6308.22,1.07,4,KOSDAQ,?,[],기계,,
036930,주성엔지니어링,177000,0.11,8227200000000.0,620503,109829031000,46481000,7.82,1149.35,6.17,5,KOSDAQ,?,[],반도체와반도체장비,,
240810,원익IPS,111500,0.36,5472900000000.0,454909,50722353500,49084000,16.2,31.62,9.05,6,KOSDAQ,?,[],반도체와반도체장비,,
058470,리노공업,66600,-0.3,5075700000000.0,649878,43281874800,76212000,31.48,27.02,22.45,7,KOSDAQ,B,[],반도체와반도체장비,,
039030,이오테크닉스,404000,1.38,4977100000000.0,121467,49072668000,12320000,27.8,45.87,8.9,8,KOSDAQ,?,[],반도체와반도체장비,,
222800,심텍,129300,5.29,4910100000000.0,823968,106539062400,37974000,11.06,-91.7,-32.1,9,KOSDAQ,?,[],전자장비와기기,,
028300,HLB,35600,-1.11,4741900000000.0,13415253,477583006800,133198000,19.91,-22.07,-44.32,10,KOSDAQ,?,[],건강관리장비와용품,,
214450,파마리서치,426000,-7.69,4426000000000.0,118450,50459700000,10390000,9.86,26.53,26.88,11,KOSDAQ,?,[],건강관리장비와용품,,
087010,펩트론,183200,-4.78,4271700000000.0,143743,26333717600,23317000,4.08,-207.95,-9.41,12,KOSDAQ,?,[],생물공학,,
403870,HPSP,50200,-1.76,4131500000000.0,1669284,83798056800,82300000,33.04,48.69,24.79,13,KOSDAQ,?,[],반도체와반도체장비,,
298380,에이비엘바이오,72700,-5.46,4070300000000.0,328730,23898671000,55987000,13.05,-51.2,-23.48,14,KOSDAQ,?,[],생물공학,,
000250,삼천당제약,167900,-1.81,3938500000000.0,114666,19252421400,23457000,4.67,221.5,1.94,15,KOSDAQ,?,[],제약,,
108490,로보티즈,257500,6.4,3776800000000.0,211525,54467687500,14667000,4.58,-968.05,2.49,16,KOSDAQ,?,[],기계,,
319660,피에스케이,127700,-0.7,3699000000000.0,250770,32023329000,28967000,22.39,29.61,15.54,17,KOSDAQ,?,[],반도체와반도체장비,,
095340,ISC,169500,-2.25,3592900000000.0,124283,21065968500,21197000,30.17,64.01,10.6,18,KOSDAQ,?,[],반도체와반도체장비,,
141080,리가켐바이오,96500,-4.46,3572400000000.0,255005,24607982500,37019000,11.88,-19.82,-13.22,19,KOSDAQ,?,[],제약,,
257720,실리콘투,54200,1.69,3554200000000.0,1094227,59307103400,65576000,11.88,16.09,46.89,20,KOSDAQ,?,[],인터넷과카탈로그소매,,
440110,파두,65700,3.79,3292300000000.0,316667,20805021900,50111000,27.38,-33.1,-131.08,21,KOSDAQ,?,[],반도체와반도체장비,,
145020,휴젤,252000,-2.7,3153800000000.0,39313,9906876000,12515000,56.81,19.63,16.06,22,KOSDAQ,?,[],생물공학,,
310210,보로노이,165000,-4.4,3056400000000.0,74889,12356685000,18524000,6.45,-43.91,-50.18,23,KOSDAQ,?,[],제약,,
084370,유진테크,133300,-0.52,3054700000000.0,99262,13231624600,22916000,37.62,27.46,9.81,24,KOSDAQ,?,[],반도체와반도체장비,,
064760,티씨케이,248000,3.98,2772500000000.0,42949,10651352000,11179000,66.54,34.03,13.5,25,KOSDAQ,?,[],반도체와반도체장비,,
214370,케어젠,51600,-2.46,2771700000000.0,58256,3006009600,53715000,4.47,121.13,9.23,26,KOSDAQ,?,[],건강관리업체및서비스,,
095610,테스,142500,-0.14,2758800000000.0,558919,79645957500,19360000,8.99,34.45,15.76,27,KOSDAQ,?,[],반도체와반도체장비,,
080220,제주반도체,78200,1.96,2693400000000.0,1545235,120837377000,34443000,0.4,11.68,19.21,28,KOSDAQ,?,[],반도체와반도체장비,,
031980,피에스케이홀딩스,124800,3.91,2691000000000.0,148544,18538291200,21562000,5.53,26.1,19.55,29,KOSDAQ,?,[],반도체와반도체장비,,
357780,솔브레인,342500,-1.15,2664200000000.0,33843,11591227500,7779000,29.98,20.87,7.66,30,KOSDAQ,?,[],반도체와반도체장비,,
131290,티에스이,237000,-0.63,2621600000000.0,226156,53598972000,11061000,11.21,25.05,10.42,31,KOSDAQ,?,[],반도체와반도체장비,,
319400,현대무벡스,23500,-1.05,2617300000000.0,1390504,32676844000,111376000,1.89,149.68,6.79,32,KOSDAQ,?,[],기계,,
178320,서진시스템,39000,0.13,2482400000000.0,931627,36333453000,63651000,14.15,-27.37,-12.63,33,KOSDAQ,?,[],전기장비,,
347850,디앤디파마텍,53500,-3.78,2452300000000.0,853863,45681670500,45838000,8.91,-97.81,-31.49,34,KOSDAQ,?,[],생물공학,,
067310,하나마이크론,35550,0.57,2363800000000.0,1220619,43393005450,66491000,19.1,13.79,9.89,35,KOSDAQ,?,[],반도체와반도체장비,,
214150,클래시스,33850,1.8,2208200000000.0,366178,12395125300,65236000,68.52,16.09,26.21,36,KOSDAQ,?,[],건강관리장비와용품,,
237690,에스티팜,105200,-4.54,2196200000000.0,118915,12509858000,20877000,12.13,31.22,10.03,37,KOSDAQ,?,[],제약,,
140410,메지온,71200,2.89,2180300000000.0,111043,7906261600,30622000,24.31,-78.85,-110.44,38,KOSDAQ,?,[],식품,,
226950,올릭스,103400,-2.36,2177900000000.0,259491,26831369400,21063000,9.73,-161.06,-18.83,39,KOSDAQ,?,[],생명과학도구및서비스,,
005290,동진쎄미켐,42600,0.47,2171300000000.0,230347,9812782200,50970000,12.7,10.46,9.52,40,KOSDAQ,?,[],반도체와반도체장비,,
010170,대한광통신,13960,-2.45,2170600000000.0,4861883,67871886680,155486000,2.98,-84.1,-52.05,41,KOSDAQ,?,[],통신장비,,
058610,에스피지,93300,0.65,2069100000000.0,179591,16755840300,22177000,4.18,217.48,3.57,42,KOSDAQ,?,[],전기제품,,
032820,우리기술,11600,-7.27,2004300000000.0,2941225,34118210000,172785000,6.1,-290.0,0.67,43,KOSDAQ,?,[],우주항공과국방,,
263750,펄어비스,31600,-2.77,1985900000000.0,264800,8367680000,62844000,4.69,13.62,-1.05,44,KOSDAQ,C,[],게임엔터테인먼트,,
083650,비에이치아이,62800,-3.98,1943300000000.0,293046,18403288800,30944000,10.01,37.34,44.36,45,KOSDAQ,?,[],에너지장비및서비스,,
098460,고영,28450,-0.87,1940400000000.0,541515,15406101750,68204000,26.31,71.66,4.48,46,KOSDAQ,B,[],전자장비와기기,,
068760,셀트리온제약,41700,-2.11,1851600000000.0,98719,4116582300,44402000,4.86,43.3,9.31,47,KOSDAQ,?,[],제약,,
140860,파크시스템스,262500,-3.14,1838100000000.0,30514,8009925000,7002000,39.31,79.19,16.69,48,KOSDAQ,?,[],전자장비와기기,,
089030,테크윙,49600,-0.6,1837900000000.0,421776,20920089600,37054000,17.13,196.83,4.63,49,KOSDAQ,?,[],반도체와반도체장비,,
096530,씨젠,33600,-5.75,1754800000000.0,697050,23420880000,52226000,19.31,19.12,4.81,50,KOSDAQ,?,[],생명과학도구및서비스,,
060370,LS마린솔루션,33000,-2.37,1723900000000.0,82269,2714877000,52239000,2.49,93.22,2.0,51,KOSDAQ,?,[],건설,,
041510,에스엠,74800,-1.32,1712500000000.0,111689,8354337200,22895000,31.95,13.01,41.65,52,KOSDAQ,C,[],방송과엔터테인먼트,,
007390,네이처셀,26000,2.97,1675300000000.0,322329,8380554000,64435000,7.16,-619.05,-4.45,53,KOSDAQ,?,[],생물공학,,
241710,코스메카코리아,149800,-2.66,1599900000000.0,118854,17804329200,10680000,23.61,25.07,19.29,54,KOSDAQ,?,[],화장품,,
0009K0,에임드바이오,24500,-2.39,1584400000000.0,89750,2198875000,64671000,2.33,39.2,5.13,55,KOSDAQ,?,[],생물공학,,
131970,두산테스나,80200,-1.84,1550000000000.0,378936,30390667200,19327000,12.28,45.29,0.35,56,KOSDAQ,?,[],반도체와반도체장비,,
950160,코오롱티슈진,17620,-5.83,1497200000000.0,1038017,18289859540,84970000,3.87,-7.52,-183.43,57,KOSDAQ,?,[],생물공학,,
323280,태성,49000,-0.91,1496400000000.0,148156,7259644000,30538000,4.05,597.56,-3.0,58,KOSDAQ,?,[],전자장비와기기,,
089970,브이엠,56500,-2.59,1487500000000.0,694498,39239137000,26327000,14.34,22.21,17.34,59,KOSDAQ,?,[],반도체와반도체장비,,
030530,원익홀딩스,18780,-1.57,1450500000000.0,3051835,57313461300,77238000,4.9,26.3,2.78,60,KOSDAQ,?,[],반도체와반도체장비,,
078600,대주전자재료,92200,0.44,1447900000000.0,135265,12471433000,15704000,13.94,141.85,8.6,61,KOSDAQ,?,[],전자장비와기기,,
290650,엘앤씨바이오,53100,0.38,1432100000000.0,100842,5354710200,26970000,22.65,-8.93,-57.68,62,KOSDAQ,?,[],건강관리장비와용품,,
420770,기가비스,112700,2.64,1428600000000.0,179931,20278223700,12676000,5.93,68.1,7.42,63,KOSDAQ,?,[],반도체와반도체장비,,
