티커,종목명,종가,등락률,시가총액,거래량,거래대금,상장주식수,외국인비율,PER,ROE,순위,시장,티어,테마,섹터,자동점수,점수상세
196170,알테오젠,349000,3.56,18701600000000.0,470446,164185654000,53586000,14.35,144.51,39.42,1,KOSDAQ,D,[],생물공학,,
247540,에코프로비엠,186500,9.71,18245400000000.0,510682,95242193000,97830000,14.04,318.8,2.29,2,KOSDAQ,D,[],전기제품,,
086520,에코프로,124000,7.17,16836200000000.0,775428,96153072000,135776000,19.34,274.34,-8.39,3,KOSDAQ,D,[],화학,,
277810,레인보우로보틱스,660000,5.77,12803900000000.0,75044,49529040000,19400000,7.38,10312.5,1.07,4,KOSDAQ,?,[],기계,,
036930,주성엔지니어링,225000,-2.6,10458300000000.0,2425262,545683950000,46481000,8.05,1562.5,6.17,5,KOSDAQ,?,[],반도체와반도체장비,,
950160,코오롱티슈진,104800,2.14,8880300000000.0,280100,29354480000,84736000,4.67,-30.23,-183.43,6,KOSDAQ,?,[],생물공학,,
240810,원익IPS,174500,-4.8,8565100000000.0,1797063,313587493500,49084000,18.1,77.32,9.05,7,KOSDAQ,?,[],반도체와반도체장비,,
058470,리노공업,96800,-7.37,7377300000000.0,2026686,196183204800,76212000,30.96,45.25,22.45,8,KOSDAQ,B,[],반도체와반도체장비,,
403870,HPSP,83500,16.78,6872000000000.0,33313430,2781671405000,82300000,34.05,84.69,24.79,9,KOSDAQ,?,[],반도체와반도체장비,,
039030,이오테크닉스,531000,-13.24,6541700000000.0,155622,82635282000,12320000,24.41,88.38,8.9,10,KOSDAQ,?,[],반도체와반도체장비,,
000250,삼천당제약,266000,1.72,6239700000000.0,139750,37173500000,23457000,6.76,610.09,1.94,11,KOSDAQ,?,[],제약,,
028300,HLB,45500,-1.3,6060500000000.0,620264,28222012000,133198000,19.76,-30.89,-44.32,12,KOSDAQ,?,[],건강관리장비와용품,,
087010,펩트론,231500,0.65,5398000000000.0,179396,41530174000,23317000,4.69,-324.68,-9.41,13,KOSDAQ,?,[],생물공학,,
298380,에이비엘바이오,95900,5.27,5369200000000.0,284684,27301195600,55987000,13.52,-218.45,-23.48,14,KOSDAQ,?,[],생물공학,,
440110,파두,103000,1.98,5160000000000.0,777202,80051806000,50097000,24.96,-95.81,-131.08,15,KOSDAQ,?,[],반도체와반도체장비,,
222800,심텍,134100,3.07,5023900000000.0,758837,101760041700,37464000,14.9,-40.55,-32.1,16,KOSDAQ,?,[],전자장비와기기,,
178320,서진시스템,78200,4.13,4977500000000.0,1653388,129294941600,63651000,14.55,-36.04,-12.63,17,KOSDAQ,?,[],전기장비,,
141080,리가켐바이오,132800,2.79,4916200000000.0,172895,22960456000,37019000,11.65,-35.21,-13.22,18,KOSDAQ,?,[],제약,,
108490,로보티즈,332000,0.61,4866100000000.0,184006,61089992000,14657000,9.19,-747.75,2.49,19,KOSDAQ,?,[],기계,,
319660,피에스케이,165700,-2.47,4799800000000.0,620973,102895226100,28967000,25.41,48.18,15.54,20,KOSDAQ,?,[],반도체와반도체장비,,
095340,ISC,209500,-8.91,4440800000000.0,247940,51943430000,21197000,21.85,63.66,10.6,21,KOSDAQ,?,[],반도체와반도체장비,,
084370,유진테크,188000,-4.13,4308200000000.0,267535,50296580000,22916000,37.33,76.02,9.81,22,KOSDAQ,?,[],반도체와반도체장비,,
319400,현대무벡스,37950,-3.07,4226700000000.0,1270130,48201433500,111376000,1.97,421.67,6.79,23,KOSDAQ,?,[],기계,,
214370,케어젠,76100,1.74,4087700000000.0,68625,5222362500,53715000,4.08,174.94,9.23,24,KOSDAQ,?,[],건강관리업체및서비스,,
310210,보로노이,197500,2.07,3634400000000.0,71595,14140012500,18402000,6.48,-71.79,-50.18,25,KOSDAQ,?,[],제약,,
347850,디앤디파마텍,82500,-5.71,3613800000000.0,1235317,101913652500,43804000,8.15,-154.21,-31.49,26,KOSDAQ,?,[],생물공학,,
080220,제주반도체,104800,2.24,3609600000000.0,3510764,367928067200,34443000,6.27,31.87,19.21,27,KOSDAQ,?,[],반도체와반도체장비,,
095610,테스,177000,-2.85,3426700000000.0,437511,77439447000,19360000,9.61,52.93,15.76,28,KOSDAQ,?,[],반도체와반도체장비,,
067310,하나마이크론,50900,3.98,3383000000000.0,2043481,104013182900,66464000,20.55,32.9,9.89,29,KOSDAQ,?,[],반도체와반도체장비,,
357780,솔브레인,427000,-3.28,3321400000000.0,67318,28744786000,7779000,23.92,39.46,7.66,30,KOSDAQ,?,[],반도체와반도체장비,,
064760,티씨케이,290500,0.17,3247600000000.0,58362,16954161000,11179000,66.26,44.39,13.5,31,KOSDAQ,?,[],반도체와반도체장비,,
131970,두산테스나,163500,-6.57,3160000000000.0,387970,63433095000,19327000,6.34,119.96,0.35,32,KOSDAQ,?,[],반도체와반도체장비,,
214450,파마리서치,303500,5.02,3153300000000.0,67672,20538452000,10390000,7.55,19.93,26.88,33,KOSDAQ,?,[],건강관리장비와용품,,
005290,동진쎄미켐,60900,3.22,3104100000000.0,967541,58923246900,50970000,16.51,24.12,9.52,34,KOSDAQ,?,[],반도체와반도체장비,,
145020,휴젤,248000,1.43,3051400000000.0,37865,9390520000,12304000,57.85,20.26,16.06,35,KOSDAQ,?,[],생물공학,,
