순위,티커,종목명,티어,종가,등락률,시가총액,거래량,거래대금,PER,ROE,외국인비율,자동점수,점수상세
64,071050,한국금융지주,?,246000,3.58,13708600000000.0,294092,72346632000,7.5,18.66,35.1,49.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 10}"
65,030200,KT,A,53200,0.76,13407600000000.0,392564,20884404800,8.69,10.22,49.0,62.0,"{""사업이해도"": 5, ""매출성장성"": 5, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 4, ""주주환원"": 5, ""밸류에이션"": 10}"
66,102110,TIGER 200,?,141500,4.85,12253900000000.0,5274163,746294064500,,,7.57,,
67,0126Z0,삼성에피스홀딩스,?,482500,-0.31,12006100000000.0,62648,30227660000,22.75,,7.06,,
68,010950,S-Oil,C,104700,-2.51,11787400000000.0,596676,62471977200,12.95,2.01,78.46,48.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 7, ""ROE"": 0, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 8}"
69,259960,크래프톤,C,249500,-3.11,11511200000000.0,157492,39294254000,13.5,10.6,43.54,85.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 15, ""부채안정성"": 10, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 8}"
70,122630,KODEX 레버리지,?,225500,10.32,11275000000000.0,16214750,3656426125000,,,0.57,,
71,005940,NH투자증권,?,31200,3.31,11117900000000.0,1063664,33186316800,10.8,11.76,13.13,38.0,"{""사업이해도"": 5, ""매출성장성"": 0, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 0, ""부채안정성"": 2, ""해자"": 0, ""주주환원"": 5, ""밸류에이션"": 8}"
72,016360,삼성증권,?,124500,3.92,11117800000000.0,772868,96222066000,9.19,13.09,26.15,62.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 12, ""현금흐름"": 0, ""부채안정성"": 0, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 10}"
73,133690,TIGER 미국나스닥100,?,203170,0.61,11080900000000.0,994411,202034482870,,,0.0,,
74,047050,포스코인터내셔널,C,61600,-3.45,10836800000000.0,947860,58388176000,15.94,9.27,8.22,56.0,"{""사업이해도"": 5, ""매출성장성"": 2, ""영업이익안정성"": 10, ""ROE"": 8, ""현금흐름"": 15, ""부채안정성"": 4, ""해자"": 2, ""주주환원"": 5, ""밸류에이션"": 5}"
75,323410,카카오뱅크,B,22150,-1.12,10568200000000.0,1140887,25270647050,22.0,7.23,16.44,62.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 4, ""현금흐름"": 15, ""부채안정성"": 0, ""해자"": 10, ""주주환원"": 5, ""밸류에이션"": 3}"
76,443060,HD현대마린솔루션,A,233000,4.02,10446200000000.0,293034,68276922000,34.32,33.73,29.25,75.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 1}"
77,005387,현대차2우B,?,295500,8.64,10331800000000.0,589041,174061615500,9.11,,55.04,,
78,007660,이수페타시스,?,139400,7.89,10233200000000.0,1919926,267637684400,58.77,29.64,22.53,75.0,"{""사업이해도"": 5, ""매출성장성"": 10, ""영업이익안정성"": 10, ""ROE"": 15, ""현금흐름"": 15, ""부채안정성"": 7, ""해자"": 7, ""주주환원"": 5, ""밸류에이션"": 1}"
